Data Description file for Dataset: Neighbour Enrichment - Process

Description: Dataset of target annotations collected using the Neibhour Enrichment function in STRING, which includes annotations from nearest neighbour proteins to the input target.
The predictive features in this dataset refer only to Gene Ontology annotations from the Biological Process category.

Special Columns:	Category	Description
Index	ID	Unique identifier for the compound/sex combination (instance) in the data. Ignored when training the classification model.
Compound_name	ID	Name of the compound (drug). Ignored when training the classification model.
class	Target Variable	Class label, with 0 indicating that the drug/sex combination is NOT associated with mouse longevity, and 1 indicating that it IS associated with mouse longevity, based on results from peer-reviewed studies.

Predictive Features:	Category	Description
GO:0007186	GO - Biological Process	G protein-coupled receptor signaling pathway
GO:0035815	GO - Biological Process	Positive regulation of renal sodium excretion
GO:0003014	GO - Biological Process	Renal system process
GO:0051047	GO - Biological Process	Positive regulation of secretion
GO:1903530	GO - Biological Process	Regulation of secretion by cell
GO:0045987	GO - Biological Process	Positive regulation of smooth muscle contraction
GO:0051048	GO - Biological Process	Negative regulation of secretion
GO:0008217	GO - Biological Process	Regulation of blood pressure
GO:0032103	GO - Biological Process	Positive regulation of response to external stimulus
GO:1904000	GO - Biological Process	Positive regulation of eating behavior
GO:0050886	GO - Biological Process	Endocrine process
GO:0051240	GO - Biological Process	Positive regulation of multicellular organismal process
GO:0032100	GO - Biological Process	Positive regulation of appetite
GO:0046883	GO - Biological Process	Regulation of hormone secretion
GO:1903532	GO - Biological Process	Positive regulation of secretion by cell
GO:0007631	GO - Biological Process	Feeding behavior
GO:0008343	GO - Biological Process	Adult feeding behavior
GO:0035810	GO - Biological Process	Positive regulation of urine volume
GO:0032308	GO - Biological Process	Positive regulation of prostaglandin secretion
GO:0050727	GO - Biological Process	Regulation of inflammatory response
GO:1903531	GO - Biological Process	Negative regulation of secretion by cell
GO:0031644	GO - Biological Process	Regulation of nervous system process
GO:0050804	GO - Biological Process	Modulation of chemical synaptic transmission
GO:0007165	GO - Biological Process	Signal transduction
GO:0031667	GO - Biological Process	Response to nutrient levels
GO:0043410	GO - Biological Process	Positive regulation of MAPK cascade
GO:0010647	GO - Biological Process	Positive regulation of cell communication
GO:0023056	GO - Biological Process	Positive regulation of signaling
GO:0023061	GO - Biological Process	Signal release
GO:0065008	GO - Biological Process	Regulation of biological quality
GO:0044703	GO - Biological Process	Multi-organism reproductive process
GO:0001975	GO - Biological Process	Response to amphetamine
GO:0007204	GO - Biological Process	Positive regulation of cytosolic calcium ion concentration
GO:0034694	GO - Biological Process	Response to prostaglandin
GO:0044706	GO - Biological Process	Multi-multicellular organism process
GO:0007267	GO - Biological Process	Cell-cell signaling
GO:0071398	GO - Biological Process	Cellular response to fatty acid
GO:0001990	GO - Biological Process	Regulation of systemic arterial blood pressure by hormone
GO:0044057	GO - Biological Process	Regulation of system process
GO:0051930	GO - Biological Process	Regulation of sensory perception of pain
GO:1904707	GO - Biological Process	Positive regulation of vascular associated smooth muscle cell proliferation
GO:0006325	GO - Biological Process	Chromatin organization
GO:0045892	GO - Biological Process	Negative regulation of transcription, DNA-templated
GO:0000122	GO - Biological Process	Negative regulation of transcription by RNA polymerase II
GO:0070828	GO - Biological Process	Heterochromatin organization
GO:0006357	GO - Biological Process	Regulation of transcription by RNA polymerase II
GO:0010629	GO - Biological Process	Negative regulation of gene expression
GO:0040029	GO - Biological Process	Regulation of gene expression, epigenetic
GO:0045893	GO - Biological Process	Positive regulation of transcription, DNA-templated
GO:0031507	GO - Biological Process	Heterochromatin assembly
GO:0031497	GO - Biological Process	Chromatin assembly
GO:0016575	GO - Biological Process	Histone deacetylation
GO:0062014	GO - Biological Process	Negative regulation of small molecule metabolic process
GO:0010604	GO - Biological Process	Positive regulation of macromolecule metabolic process
GO:0006338	GO - Biological Process	Chromatin remodeling
GO:0060765	GO - Biological Process	Regulation of androgen receptor signaling pathway
GO:0007623	GO - Biological Process	Circadian rhythm
GO:0016570	GO - Biological Process	Histone modification
GO:0048518	GO - Biological Process	Positive regulation of biological process
GO:0043470	GO - Biological Process	Regulation of carbohydrate catabolic process
GO:0045912	GO - Biological Process	Negative regulation of carbohydrate metabolic process
